Time,<fPistonPosition_G_OPCfPistonPosition>,<fSpoolPosition_G_OPCfSpoolPosition>
1.145 sec,0,-1
1.146 sec,0,-1
1.147 sec,0,-1
1.148 sec,0,-1
1.149 sec,0,-1
1.15 sec,0,-1
1.151 sec,0,-1
1.152 sec,0,-1
1.153 sec,0,-1
1.154 sec,0,-1
1.155 sec,0,-1
1.156 sec,0,-1
1.157 sec,0,-1
1.158 sec,0,-1
1.159 sec,0,-1
1.16 sec,0,-1
1.161 sec,0,-1
1.162 sec,0,-1
1.163 sec,0,-1
1.164 sec,0,-1
1.165 sec,0,-1
1.166 sec,0,-1
1.167 sec,0,-1
1.168 sec,0,-1
1.169 sec,0,-1
1.17 sec,0,-1
1.171 sec,0,-1
1.172 sec,0,-1
1.173 sec,0,-1
1.174 sec,0,-1
1.175 sec,0,-1
1.176 sec,0,-1
1.177 sec,0,-1
1.178 sec,0,-1
1.179 sec,0,-1
1.18 sec,0,-1
1.181 sec,0,-1
1.182 sec,0,-1
1.183 sec,0,-1
1.184 sec,0,-1
1.185 sec,0,-1
1.186 sec,0,-1
1.187 sec,0,-1
1.188 sec,0,-1
1.189 sec,0,-1
1.19 sec,0,-1
1.191 sec,0,-1
1.192 sec,0,-1
1.193 sec,0,-1
1.194 sec,0,-1
1.195 sec,0,-1
1.196 sec,0,-1
1.197 sec,0,-1
1.198 sec,0,-1
1.199 sec,0,-1
1.2 sec,0,-1
1.201 sec,0,-1
1.202 sec,0,-1
1.203 sec,0,-1
1.204 sec,0,-1
1.205 sec,0,-1
1.206 sec,0,-1
1.207 sec,0,-1
1.208 sec,0,-1
1.209 sec,0,-1
1.21 sec,0,-1
1.211 sec,0,-1
1.212 sec,0,-1
1.213 sec,0,-1
1.214 sec,0,-1
1.215 sec,0,-1
1.216 sec,0,-1
1.217 sec,0,-1
1.218 sec,0,-1
1.219 sec,0,-1
1.22 sec,0,-1
1.221 sec,0,-1
1.222 sec,0,-1
1.223 sec,0,-1
1.224 sec,0,-1
1.225 sec,0,-1
1.226 sec,0,-1
1.227 sec,0,-1
1.228 sec,0,-1
1.229 sec,0,-1
1.23 sec,0,-1
1.231 sec,0,-1
1.232 sec,0,-1
1.233 sec,0,-1
1.234 sec,0,-1
1.235 sec,0,-1
1.236 sec,0,-1
1.237 sec,0,-1
1.238 sec,0,-1
1.239 sec,0,-1
1.24 sec,0,-1
1.241 sec,0,-1
1.242 sec,0,-1
1.243 sec,0,-1
1.244 sec,0,-1
1.245 sec,0,-1
1.246 sec,0,-1
1.247 sec,0,-1
1.248 sec,0,-1
1.249 sec,0,-1
1.25 sec,0,-1
1.251 sec,0,-1
1.252 sec,0,-1
1.253 sec,0,-1
1.254 sec,0,-1
1.255 sec,0,-1
1.256 sec,0,-1
1.257 sec,0,-1
1.258 sec,0,-1
1.259 sec,0,-1
1.26 sec,0,-1
1.261 sec,0,-1
1.262 sec,0,-1
1.263 sec,0,-1
1.264 sec,0,-1
1.265 sec,0,-1
1.266 sec,0,-1
1.267 sec,0,-1
1.268 sec,0,-1
1.269 sec,0,-1
1.27 sec,0,-1
1.271 sec,0,-1
1.272 sec,0,-1
1.273 sec,0,-1
1.274 sec,0,-1
1.275 sec,0,-1
1.276 sec,0,-1
1.277 sec,0,-1
1.278 sec,0,-1
1.279 sec,0,-1
1.28 sec,0,-1
1.281 sec,0,-1
1.282 sec,0,-1
1.283 sec,0,-1
1.284 sec,0,-1
1.285 sec,0,-1
1.286 sec,0,-1
1.287 sec,0,-1
1.288 sec,0,-1
1.289 sec,0,-1
1.29 sec,0,-1
1.291 sec,0,-1
1.292 sec,0,-1
1.293 sec,0,-1
1.294 sec,0,-1
1.295 sec,0,-1
1.296 sec,0,-1
1.297 sec,0,-1
1.298 sec,0,-1
1.299 sec,0,-1
1.3 sec,0,-1
1.301 sec,0,-1
1.302 sec,0,-1
1.303 sec,0,-1
1.304 sec,0,-1
1.305 sec,0,-1
1.306 sec,0,-1
1.307 sec,0,-1
1.308 sec,0,-1
1.309 sec,0,-1
1.31 sec,0,-1
1.311 sec,0,-1
1.312 sec,0,-1
1.313 sec,0,-1
1.314 sec,0,-1
1.315 sec,0,-1
1.316 sec,0,-1
1.317 sec,0,-1
1.318 sec,0,-1
1.319 sec,0,-1
1.32 sec,0,-1
1.321 sec,0,-1
1.322 sec,0,-1
1.323 sec,0,-1
1.324 sec,0,-1
1.325 sec,0,-1
1.326 sec,0,-1
1.327 sec,0,-1
1.328 sec,0,-1
1.329 sec,0,-1
1.33 sec,0,-1
1.331 sec,0,-1
1.332 sec,0,-1
1.333 sec,0,-1
1.334 sec,0,-1
1.335 sec,0,-1
1.336 sec,0,-1
1.337 sec,0,-1
1.338 sec,0,-1
1.339 sec,0,-1
1.34 sec,0,-1
1.341 sec,0,-1
1.342 sec,0,-1
1.343 sec,0,-1
1.344 sec,0,-1
1.345 sec,0,-1
1.346 sec,0,-1
1.347 sec,0,-1
1.348 sec,0,-1
1.349 sec,0,-1
1.35 sec,0,-1
1.351 sec,0,-1
1.352 sec,0,-1
1.353 sec,0,-1
1.354 sec,0,-1
1.355 sec,0,-1
1.356 sec,0,-1
1.357 sec,0,-1
1.358 sec,0,-1
1.359 sec,0,-1
1.36 sec,0,-1
1.361 sec,0,-1
1.362 sec,0,-1
1.363 sec,0,-1
1.364 sec,0,-1
1.365 sec,0,-1
1.366 sec,0,-1
1.367 sec,0,-1
1.368 sec,0,-1
1.369 sec,0,-1
1.37 sec,0,-1
1.371 sec,0,-1
1.372 sec,0,-1
1.373 sec,0,-1
1.374 sec,0,-1
1.375 sec,0,-1
1.376 sec,0,-1
1.377 sec,0,-1
1.378 sec,0,-1
1.379 sec,0,-1
1.38 sec,0,-1
1.381 sec,0,-1
1.382 sec,0,-1
1.383 sec,0,-1
1.384 sec,0,-1
1.385 sec,0,-1
1.386 sec,0,-1
1.387 sec,0,-1
1.388 sec,0,-1
1.389 sec,0,-1
1.39 sec,0,-1
1.391 sec,0,-1
1.392 sec,0,-1
1.393 sec,0,-1
1.394 sec,0,-1
1.395 sec,0,-1
1.396 sec,0,-1
1.397 sec,0,-1
1.398 sec,0,-1
1.399 sec,0,-1
1.4 sec,0,-1
1.401 sec,0,-1
1.402 sec,0,-1
1.403 sec,0,-1
1.404 sec,0,-1
1.405 sec,0,-1
1.406 sec,0,-1
1.407 sec,0,-1
1.408 sec,0,-1
1.409 sec,0,-1
1.41 sec,0,-1
1.411 sec,0,-1
1.412 sec,0,-1
1.413 sec,0,-1
1.414 sec,0,-1
1.415 sec,0,-1
1.416 sec,0,-1
1.417 sec,0,-1
1.418 sec,0,-1
1.419 sec,0,-1
1.42 sec,0,-1
1.421 sec,0,-1
1.422 sec,0,-1
1.423 sec,0,-1
1.424 sec,0,-1
1.425 sec,0,-1
1.426 sec,0,-1
1.427 sec,0,-1
1.428 sec,0,-1
1.429 sec,0,-1
1.43 sec,0,-1
1.431 sec,0,-1
1.432 sec,0,-1
1.433 sec,0,-1
1.434 sec,0,-1
1.435 sec,0,-1
1.436 sec,0,-1
1.437 sec,0,-1
1.438 sec,0,-1
1.439 sec,0,-1
1.44 sec,0,-1
1.441 sec,0,-1
1.442 sec,0,-1
1.443 sec,0,-1
1.444 sec,0,-1
1.445 sec,0,-1
1.446 sec,0,-1
1.447 sec,0,-1
1.448 sec,0,-1
1.449 sec,0,-1
1.45 sec,0,-1
1.451 sec,0,-1
1.452 sec,0,-1
1.453 sec,0,-1
1.454 sec,0,-1
1.455 sec,0,-1
1.456 sec,0,-1
1.457 sec,0,-1
1.458 sec,0,-1
1.459 sec,0,-1
1.46 sec,0,-1
1.461 sec,0,-1
1.462 sec,0,-1
1.463 sec,0,-1
1.464 sec,0,-1
1.465 sec,0,-1
1.466 sec,0,-1
1.467 sec,0,-1
1.468 sec,0,-1
1.469 sec,0,-1
1.47 sec,0,-1
1.471 sec,0,-1
1.472 sec,0,-1
1.473 sec,0,-1
1.474 sec,0,-1
1.475 sec,0,-1
1.476 sec,0,-1
1.477 sec,0,-1
1.478 sec,0,-1
1.479 sec,0,-1
1.48 sec,0,-1
1.481 sec,0,-1
1.482 sec,0,-1
1.483 sec,0,-1
1.484 sec,0,-1
1.485 sec,0,-1
1.486 sec,0,-1
1.487 sec,0,-1
1.488 sec,0,-1
1.489 sec,0,-1
1.49 sec,0,-1
1.491 sec,0,-1
1.492 sec,0,-1
1.493 sec,0,-1
1.494 sec,0,-1
1.495 sec,0,-1
1.496 sec,0,-1
1.497 sec,0,-1
1.498 sec,0,-1
1.499 sec,0,-1
1.5 sec,0,-1
1.501 sec,0,-1
1.502 sec,0,-1
1.503 sec,0,-1
1.504 sec,0,-1
1.505 sec,0,-1
1.506 sec,0,-1
1.507 sec,0,-1
1.508 sec,0,-1
1.509 sec,0,-1
1.51 sec,0,-1
1.511 sec,0,-1
1.512 sec,0,-1
1.513 sec,0,-1
1.514 sec,0,-1
1.515 sec,0,-1
1.516 sec,0,-1
1.517 sec,0,-1
1.518 sec,0,-1
1.519 sec,0,-1
1.52 sec,0,-1
1.521 sec,0,-1
1.522 sec,0,-1
1.523 sec,0,-1
1.524 sec,0,-1
1.525 sec,0,-1
1.526 sec,0,-1
1.527 sec,0,-1
1.528 sec,0,-1
1.529 sec,0,-1
1.53 sec,0,-1
1.531 sec,0,-1
1.532 sec,0,-1
1.533 sec,0,-1
1.534 sec,0,-1
1.535 sec,0,-1
1.536 sec,0,-1
1.537 sec,0,-1
1.538 sec,0,-1
1.539 sec,0,-1
1.54 sec,0,-1
1.541 sec,0,-1
1.542 sec,0,-1
1.543 sec,0,-1
1.544 sec,0,-1
1.545 sec,0,-1
1.546 sec,0,-1
1.547 sec,0,-1
1.548 sec,0,-1
1.549 sec,0,-1
1.55 sec,0,-1
1.551 sec,0,-1
1.552 sec,0,-1
1.553 sec,0,-1
1.554 sec,0,-1
1.555 sec,0,-1
1.556 sec,0,-1
1.557 sec,0,-1
1.558 sec,0,-1
1.559 sec,0,-1
1.56 sec,0,-1
1.561 sec,0,-1
1.562 sec,0,-1
1.563 sec,0,-1
1.564 sec,0,-1
1.565 sec,0,-1
1.566 sec,0,-1
1.567 sec,0,-1
1.568 sec,0,-1
1.569 sec,0,-1
1.57 sec,0,-1
1.571 sec,0,-1
1.572 sec,0,-1
1.573 sec,0,-1
1.574 sec,0,-1
1.575 sec,0,-1
1.576 sec,0,-1
1.577 sec,0,-1
1.578 sec,0,-1
1.579 sec,0,-1
1.58 sec,0,-1
1.581 sec,0,-1
1.582 sec,0,-1
1.583 sec,0,-1
1.584 sec,0,-1
1.585 sec,0,-1
1.586 sec,0,-1
1.587 sec,0,-1
1.588 sec,0,-1
1.589 sec,0,-1
1.59 sec,0,-1
1.591 sec,0,-1
1.592 sec,0,-1
1.593 sec,0,-1
1.594 sec,0,-1
1.595 sec,0,-1
1.596 sec,0,-1
1.597 sec,0,-1
1.598 sec,0,-1
1.599 sec,0,-1
1.6 sec,0,-1
1.601 sec,0,-1
1.602 sec,0,-1
1.603 sec,0,-1
1.604 sec,0,-1
1.605 sec,0,-1
1.606 sec,0,-1
1.607 sec,0,-1
1.608 sec,0,-1
1.609 sec,0,-1
1.61 sec,0,-1
1.611 sec,0,-1
1.612 sec,0,-1
1.613 sec,0,-1
1.614 sec,0,-1
1.615 sec,0,-1
1.616 sec,0,-1
1.617 sec,0,-1
1.618 sec,0,-1
1.619 sec,0,-1
1.62 sec,0,-1
1.621 sec,0,-1
1.622 sec,0,-1
1.623 sec,0,-1
1.624 sec,0,-1
1.625 sec,0,-1
1.626 sec,0,-1
1.627 sec,0,-1
1.628 sec,0,-1
1.629 sec,0,-1
1.63 sec,0,-1
1.631 sec,0,-1
1.632 sec,0,-1
1.633 sec,0,-1
1.634 sec,0,-1
1.635 sec,0,-1
1.636 sec,0,-1
1.637 sec,0,-1
1.638 sec,0,-1
1.639 sec,0,-1
1.64 sec,0,-1
1.641 sec,0,-1
1.642 sec,0,-1
1.643 sec,0,-1
1.644 sec,0,-1
1.645 sec,0,-1
1.646 sec,0,-1
1.647 sec,0,-1
1.648 sec,0,-1
1.649 sec,0,-1
1.65 sec,0,-1
1.651 sec,0,-1
1.652 sec,0,-1
1.653 sec,0,-1
1.654 sec,0,-1
1.655 sec,0,-1
1.656 sec,0,-1
1.657 sec,0,-1
1.658 sec,0,-1
1.659 sec,0,-1
1.66 sec,0,-1
1.661 sec,0,-1
1.662 sec,0,-1
1.663 sec,0,-1
1.664 sec,0,-1
1.665 sec,0,-1
1.666 sec,0,-1
1.667 sec,0,-1
1.668 sec,0,-1
1.669 sec,0,-1
1.67 sec,0,-1
1.671 sec,0,-1
1.672 sec,0,-1
1.673 sec,0,-1
1.674 sec,0,-1
1.675 sec,0,-1
1.676 sec,0,-1
1.677 sec,0,-1
1.678 sec,0,-1
1.679 sec,0,-1
1.68 sec,0,-1
1.681 sec,0,-1
1.682 sec,0,-1
1.683 sec,0,-1
1.684 sec,0,-1
1.685 sec,0,-1
1.686 sec,0,-1
1.687 sec,0,-1
1.688 sec,0,-1
1.689 sec,0,-1
1.69 sec,0,-1
1.691 sec,0,-1
1.692 sec,0,-1
1.693 sec,0,-1
1.694 sec,0,-1
1.695 sec,0,-1
1.696 sec,0,-1
1.697 sec,0,-1
1.698 sec,0,-1
1.699 sec,0,-1
1.7 sec,0,-1
1.701 sec,0,-1
1.702 sec,0,-1
1.703 sec,0,-1
1.704 sec,0,-1
1.705 sec,0,-1
1.706 sec,0,-1
1.707 sec,0,-1
1.708 sec,0,-1
1.709 sec,0,-1
1.71 sec,0,-1
1.711 sec,0,-1
1.712 sec,0,-1
1.713 sec,0,-1
1.714 sec,0,-1
1.715 sec,0,-1
1.716 sec,0,-1
1.717 sec,0,-1
1.718 sec,0,-1
1.719 sec,0,-1
1.72 sec,0,-1
1.721 sec,0,-1
1.722 sec,0,-1
1.723 sec,0,-1
1.724 sec,0,-1
1.725 sec,0,-1
1.726 sec,0,-1
1.727 sec,0,-1
1.728 sec,0,-1
1.729 sec,0,-1
1.73 sec,0,-1
1.731 sec,0,-1
1.732 sec,0,-1
1.733 sec,0,-1
1.734 sec,0,-1
1.735 sec,0,-1
1.736 sec,0,-1
1.737 sec,0,-1
1.738 sec,0,-1
1.739 sec,0,-1
1.74 sec,0,-1
1.741 sec,0,-1
1.742 sec,0,-1
1.743 sec,0,-1
1.744 sec,0,-1
1.745 sec,0,-1
1.746 sec,0,-1
1.747 sec,0,-1
1.748 sec,0,-1
1.749 sec,0,-1
1.75 sec,0,-1
1.751 sec,0,-1
1.752 sec,0,-1
1.753 sec,0,-1
1.754 sec,0,-1
1.755 sec,0,-1
1.756 sec,0,-1
1.757 sec,0,-1
1.758 sec,0,-1
1.759 sec,0,-1
1.76 sec,0,-1
1.761 sec,0,-1
1.762 sec,0,-1
1.763 sec,0,-1
1.764 sec,0,-1
1.765 sec,0,-1
1.766 sec,0,-1
1.767 sec,0,-1
1.768 sec,0,-1
1.769 sec,0,-1
1.77 sec,0,-1
1.771 sec,0,-1
1.772 sec,0,-1
1.773 sec,0,-1
1.774 sec,0,-1
1.775 sec,0,-1
1.776 sec,0,-1
1.777 sec,0,-1
1.778 sec,0,-1
1.779 sec,0,-1
1.78 sec,0,-1
1.781 sec,0,-1
1.782 sec,0,-1
1.783 sec,0,-1
1.784 sec,0,-1
1.785 sec,0,-1
1.786 sec,0,-1
1.787 sec,0,-1
1.788 sec,0,-1
1.789 sec,0,-1
1.79 sec,0,-1
1.791 sec,0,-1
1.792 sec,0,-1
1.793 sec,0,-1
1.794 sec,0,-1
1.795 sec,0,-1
1.796 sec,0,-1
1.797 sec,0,-1
1.798 sec,0,-1
1.799 sec,0,-1
1.8 sec,0,-1
1.801 sec,0,-1
1.802 sec,0,-1
1.803 sec,0,-1
1.804 sec,0,-1
1.805 sec,0,-1
1.806 sec,0,-1
1.807 sec,0,-1
1.808 sec,0,-1
1.809 sec,0,-1
1.81 sec,0,-1
1.811 sec,0,-1
1.812 sec,0,-1
1.813 sec,0,-1
1.814 sec,0,-1
1.815 sec,0,-1
1.816 sec,0,-1
1.817 sec,0,-1
1.818 sec,0,-1
1.819 sec,0,-1
1.82 sec,0,-1
1.821 sec,0,-1
1.822 sec,0,-1
1.823 sec,0,-1
1.824 sec,0,-1
1.825 sec,0,-1
1.826 sec,0,-1
1.827 sec,0,-1
1.828 sec,0,-1
1.829 sec,0,-1
1.83 sec,0,-1
1.831 sec,0,-1
1.832 sec,0,-1
1.833 sec,0,-1
1.834 sec,0,-1
1.835 sec,0,-1
1.836 sec,0,-1
1.837 sec,0,-1
1.838 sec,0,-1
1.839 sec,0,-1
1.84 sec,0,-1
1.841 sec,0,-1
1.842 sec,0,-1
1.843 sec,0,-1
1.844 sec,0,-1
1.845 sec,0,-1
1.846 sec,0,-1
1.847 sec,0,-1
1.848 sec,0,-1
1.849 sec,0,-1
1.85 sec,0,-1
1.851 sec,0,-1
1.852 sec,0,-1
1.853 sec,0,-1
1.854 sec,0,-1
1.855 sec,0,-1
1.856 sec,0,-1
1.857 sec,0,-1
1.858 sec,0,-1
1.859 sec,0,-1
1.86 sec,0,-1
1.861 sec,0,-1
1.862 sec,0,-1
1.863 sec,0,-1
1.864 sec,0,-1
1.865 sec,0,-1
1.866 sec,0,-1
1.867 sec,0,-1
1.868 sec,0,-1
1.869 sec,0,-1
1.87 sec,0,-1
1.871 sec,0,-1
1.872 sec,0,-1
1.873 sec,0,-1
1.874 sec,0,-1
1.875 sec,0,-1
1.876 sec,0,-1
1.877 sec,0,-1
1.878 sec,0,-1
1.879 sec,0,-1
1.88 sec,0,-1
1.881 sec,0,-1
1.882 sec,0,-1
1.883 sec,0,-1
1.884 sec,0,-1
1.885 sec,0,-1
1.886 sec,0,-1
1.887 sec,0,-1
1.888 sec,0,-1
1.889 sec,0,-1
1.89 sec,0,-1
1.891 sec,0,-1
1.892 sec,0,-1
1.893 sec,0,-1
1.894 sec,0,-1
1.895 sec,0,-1
1.896 sec,0,-1
1.897 sec,0,-1
1.898 sec,0,-1
1.899 sec,0,-1
1.9 sec,0,-1
1.901 sec,0,-1
1.902 sec,0,-1
1.903 sec,0,-1
1.904 sec,0,-1
1.905 sec,0,-1
1.906 sec,0,-1
1.907 sec,0,-1
1.908 sec,0,-1
1.909 sec,0,-1
1.91 sec,0,-1
1.911 sec,0,-1
1.912 sec,0,-1
1.913 sec,0,-1
1.914 sec,0,-1
1.915 sec,0,-1
1.916 sec,0,-1
1.917 sec,0,-1
1.918 sec,0,-1
1.919 sec,0,-1
1.92 sec,0,-1
1.921 sec,0,-1
1.922 sec,0,-1
1.923 sec,0,-1
1.924 sec,0,-1
1.925 sec,0,-1
1.926 sec,0,-1
1.927 sec,0,-1
1.928 sec,0,-1
1.929 sec,0,-1
1.93 sec,0,-1
1.931 sec,0,-1
1.932 sec,0,-1
1.933 sec,0,-1
1.934 sec,0,-1
1.935 sec,0,-1
1.936 sec,0,-1
1.937 sec,0,-1
1.938 sec,0,-1
1.939 sec,0,-1
1.94 sec,0,-1
1.941 sec,0,-1
1.942 sec,0,-1
1.943 sec,0,-1
1.944 sec,0,-1
1.945 sec,0,-1
1.946 sec,0,-1
1.947 sec,0,-1
1.948 sec,0,-1
1.949 sec,0,-1
1.95 sec,0,-1
1.951 sec,0,-1
1.952 sec,0,-1
1.953 sec,0,-1
1.954 sec,0,-1
1.955 sec,0,-1
1.956 sec,0,-1
1.957 sec,0,-1
1.958 sec,0,-1
1.959 sec,0,-1
1.96 sec,0,-1
1.961 sec,0,-1
1.962 sec,0,-1
1.963 sec,0,-1
1.964 sec,0,-1
1.965 sec,0,-1
1.966 sec,0,-1
1.967 sec,0,-1
1.968 sec,0,-1
1.969 sec,0,-1
1.97 sec,0,-1
1.971 sec,0,-1
1.972 sec,0,-1
1.973 sec,0,-1
1.974 sec,0,-1
1.975 sec,0,-1
1.976 sec,0,-1
1.977 sec,0,-1
1.978 sec,0,-1
1.979 sec,0,-1
1.98 sec,0,-1
1.981 sec,0,-1
1.982 sec,0,-1
1.983 sec,0,-1
1.984 sec,0,-1
1.985 sec,0,-1
1.986 sec,0,-1
1.987 sec,0,-1
1.988 sec,0,-1
1.989 sec,0,-1
1.99 sec,0,-1
1.991 sec,0,-1
1.992 sec,0,-1
1.993 sec,0,-1
1.994 sec,0,-1
1.995 sec,0,-1
1.996 sec,0,-1
1.997 sec,0,-1
1.998 sec,0,-1
1.999 sec,0,-1
2 sec,0,-1
2.001 sec,0,-1
2.002 sec,0,-1
2.003 sec,0,-1
2.004 sec,0,-1
2.005 sec,0,-1
2.006 sec,0,-1
2.007 sec,0,-1
2.008 sec,0,-1
2.009 sec,0,-1
2.01 sec,0,-1
2.011 sec,0,-1
2.012 sec,0,-1
2.013 sec,0,-1
2.014 sec,0,-1
2.015 sec,0,-1
2.016 sec,0,-1
2.017 sec,0,-1
2.018 sec,0,-1
2.019 sec,0,-1
2.02 sec,0,-1
2.021 sec,0,-1
2.022 sec,0,-1
2.023 sec,0,-1
2.024 sec,0,-1
2.025 sec,0,-1
2.026 sec,0,-1
2.027 sec,0,-1
2.028 sec,0,-1
2.029 sec,0,-1
2.03 sec,0,-1
2.031 sec,0,-1
2.032 sec,0,-1
2.033 sec,0,-1
2.034 sec,0,-1
2.035 sec,0,-1
2.036 sec,0,-1
2.037 sec,0,-1
2.038 sec,0,-1
2.039 sec,0,-1
2.04 sec,0,-1
2.041 sec,0,-1
2.042 sec,0,-1
2.043 sec,0,-1
2.044 sec,0,-1
2.045 sec,0,-1
2.046 sec,0,-1
2.047 sec,0,-1
2.048 sec,0,-1
2.049 sec,0,-1
2.05 sec,0,-1
2.051 sec,0,-1
2.052 sec,0,-1
2.053 sec,0,-1
2.054 sec,0,-1
2.055 sec,0,-1
2.056 sec,0,-1
2.057 sec,0,-1
2.058 sec,0,-1
2.059 sec,0,-1
2.06 sec,0,-1
2.061 sec,0,-1
2.062 sec,0,-1
2.063 sec,0,-1
2.064 sec,0,-1
2.065 sec,0,-1
2.066 sec,0,-1
2.067 sec,0,-1
2.068 sec,0,-1
2.069 sec,0,-1
2.07 sec,0,-1
2.071 sec,0,-1
2.072 sec,0,-1
2.073 sec,0,-1
2.074 sec,0,-1
2.075 sec,0,-1
2.076 sec,0,-1
2.077 sec,0,-1
2.078 sec,0,-1
2.079 sec,0,-1
2.08 sec,0,-1
2.081 sec,0,-1
2.082 sec,0,-1
2.083 sec,0,-1
2.084 sec,0,-1
2.085 sec,0,-1
2.086 sec,0,-1
2.087 sec,0,-1
2.088 sec,0,-1
2.089 sec,0,-1
2.09 sec,0,-1
2.091 sec,0,-1
2.092 sec,0,-1
2.093 sec,0,-1
2.094 sec,0,-1
2.095 sec,0,-1
2.096 sec,0,-1
2.097 sec,0,-1
2.098 sec,0,-1
2.099 sec,0,-1
2.1 sec,0,-1
2.101 sec,0,-1
2.102 sec,0,-1
2.103 sec,0,-1
2.104 sec,0,-1
2.105 sec,0,-1
2.106 sec,0,-1
2.107 sec,0,-1
2.108 sec,0,-1
2.109 sec,0,-1
2.11 sec,0,-1
2.111 sec,0,-1
2.112 sec,0,-1
2.113 sec,0,-1
2.114 sec,0,-1
2.115 sec,0,-1
2.116 sec,0,-1
2.117 sec,0,-1
2.118 sec,0,-1
2.119 sec,0,-1
2.12 sec,0,-1
2.121 sec,0,-1
2.122 sec,0,-1
2.123 sec,0,-1
2.124 sec,0,-1
2.125 sec,0,-1
2.126 sec,0,-1
2.127 sec,0,-1
2.128 sec,0,-1
2.129 sec,0,-1
2.13 sec,0,-1
2.131 sec,0,-1
2.132 sec,0,-1
2.133 sec,0,-1
2.134 sec,0,-1
2.135 sec,0,-1
2.136 sec,0,-1
2.137 sec,0,-1
2.138 sec,0,-1
2.139 sec,0,-1
2.14 sec,0,-1
2.141 sec,0,-1
2.142 sec,0,-1
2.143 sec,0,-1
2.144 sec,0,-1
2.145 sec,0,-1
2.146 sec,0,-1
2.147 sec,0,-1
2.148 sec,0,-1
2.149 sec,0,-1
2.15 sec,0,-1
2.151 sec,0,-1
2.152 sec,0,-1
2.153 sec,0,-1
2.154 sec,0,-1
2.155 sec,0,-1
2.156 sec,0,-1
2.157 sec,0,-1
2.158 sec,0,-1
2.159 sec,0,-1
2.16 sec,0,-1
2.161 sec,0,-1
2.162 sec,0,-1
2.163 sec,0,-1
2.164 sec,0,-1
2.165 sec,0,-1
2.166 sec,0,-1
2.167 sec,0,-1
2.168 sec,0,-1
2.169 sec,0,-1
2.17 sec,0,-1
2.171 sec,0,-1
2.172 sec,0,-1
2.173 sec,0,-1
2.174 sec,0,-1
2.175 sec,0,-1
2.176 sec,0,-1
2.177 sec,0,-1
2.178 sec,0,-1
2.179 sec,0,-1
2.18 sec,0,-1
2.181 sec,0,-1
2.182 sec,0,-1
2.183 sec,0,-1
2.184 sec,0,-1
2.185 sec,0,-1
2.186 sec,0,-1
2.187 sec,0,-1
2.188 sec,0,-1
2.189 sec,0,-1
2.19 sec,0,-1
2.191 sec,0,-1
2.192 sec,0,-1
2.193 sec,0,-1
2.194 sec,0,-1
2.195 sec,0,-1
2.196 sec,0,-1
2.197 sec,0,-1
2.198 sec,0,-1
2.199 sec,0,-1
2.2 sec,0,-1
2.201 sec,0,-1
2.202 sec,0,-1
2.203 sec,0,-1
2.204 sec,0,-1
2.205 sec,0,-1
2.206 sec,0,-1
2.207 sec,0,-1
2.208 sec,0,-1
2.209 sec,0,-1
2.21 sec,0,-1
2.211 sec,0,-1
2.212 sec,0,-1
2.213 sec,0,-1
2.214 sec,0,-1
2.215 sec,0,-1
2.216 sec,0,-1
2.217 sec,0,-1
2.218 sec,0,-1
2.219 sec,0,-1
2.22 sec,0,-1
2.221 sec,0,-1
2.222 sec,0,-1
2.223 sec,0,-1
2.224 sec,0,-1
2.225 sec,0,-1
2.226 sec,0,-1
2.227 sec,0,-1
2.228 sec,0,-1
2.229 sec,0,-1
2.23 sec,0,-1
2.231 sec,0,-1
2.232 sec,0,-1
2.233 sec,0,-1
2.234 sec,0,-1
2.235 sec,0,-1
2.236 sec,0,-1
2.237 sec,0,-1
2.238 sec,0,-1
2.239 sec,0,-1
2.24 sec,0,-1
2.241 sec,0,-1
2.242 sec,0,-1
2.243 sec,0,-1
2.244 sec,0,-1
2.245 sec,0,-1
2.246 sec,0,-1
2.247 sec,0,-1
2.248 sec,0,-1
2.249 sec,0,-1
2.25 sec,0,-1
2.251 sec,0,-1
2.252 sec,0,-1
2.253 sec,0,-1
2.254 sec,0,-1
2.255 sec,0,-1
2.256 sec,0,-1
2.257 sec,0,-1
2.258 sec,0,-1
2.259 sec,0,-1
2.26 sec,0,-1
2.261 sec,0,-1
2.262 sec,0,-1
2.263 sec,0,-1
2.264 sec,0,-1
2.265 sec,0,-1
2.266 sec,0,-1
2.267 sec,0,-1
2.268 sec,0,-1
2.269 sec,0,-1
2.27 sec,0,-1
2.271 sec,0,-1
2.272 sec,0,-1
2.273 sec,0,-1
2.274 sec,0,-1
2.275 sec,0,-1
2.276 sec,0,-1
2.277 sec,0,-1
2.278 sec,0,-1
2.279 sec,0,-1
2.28 sec,0,-1
2.281 sec,0,-1
2.282 sec,0,-1
2.283 sec,0,-1
2.284 sec,0,-1
2.285 sec,0,-1
2.286 sec,0,-1
2.287 sec,0,-1
2.288 sec,0,-1
2.289 sec,0,-1
2.29 sec,0,-1
2.291 sec,0,-1
2.292 sec,0,-1
2.293 sec,0,-1
2.294 sec,0,-1
2.295 sec,0,-1
2.296 sec,0,-1
2.297 sec,0,-1
2.298 sec,0,-1
2.299 sec,0,-1
2.3 sec,0,-1
2.301 sec,0,-1
2.302 sec,0,-1
2.303 sec,0,-1
2.304 sec,0,-1
2.305 sec,0,-1
2.306 sec,0,-1
